电影名,年份,时长,评论,下载链接,导演,主演,分类,地区,评分,计划观看人数,简介
十二公民,2015,106,,"http://pan.baidu.com/s/1kTMqLGN, http://pan.baidu.com/s/1i3IrjIt, magnet:?xt=urn:btih:800df873f832eb741405b6c09a3be3324d43a7c7&www=pniao.com, magnet:?xt=urn:btih:1DA0C1FA3745DC0974A7A24CEA12D55834A62A00&www=pniao.com, magnet:?xt=urn:btih:8FAC93221607C483920A18247FFD1ACA72E53C77&www=pniao.com",徐昂,何冰,剧情,中国大陆,8.2,22,改编自1957年的美国影片《十二怒汉》，由徐昂执导，何冰、韩童生、钱波、赵春羊联袂主演的犯罪悬疑片。 该片讲述了当代中国一个由富二代“杀人案”引发了最为激烈的法庭智斗的故事。总体来说一部反映中国现实的群像作品，对经典的本土化做得十分到位。借...
雨中曲,1952,103,,"ed2k://|file|Singin.in.the.Rain.1952.雨中曲.双语字幕.HR-HDTV.AC3.768X576.x264-人人影视制作.mkv|1685555173|629f88223746e3706625f12252245e52|h=5pl2erdpa2htjyeladnmdfe5fokebrjb|/, ed2k://|file|Singin.in.the.Rain.1952.BluRay.1080p.DTS.2Audio.x264-++CHD.mkv|14031415586|81FA0DEC600D5E01EB91418E91821C91|h=WUXRJZ3NI3IM4CENQW4A3QRV7R2ELYZJ|/, ed2k://|file|Singin.in.the.Rain.1952.720p.BluRay.x264.DTS-WiKi.mkv|7051333990|2B6CC4BD053561ACCB6F0DECD8DFA2A3|h=KWOPXBBJCATV6PEQDJHTBCZIPWELWVNO|/, ed2k://|file|雨中曲.Singin.In.The.Rain.1952.BD.3Audio.MiniSD-TLF.mkv|1080207689|F983DE2C61BDA1894F6B12329AAEDCED|/, magnet:?xt=urn:btih:3BD13BC5DA461FEC630616DCEA07871183D3DC89&www=pniao.com, magnet:?xt=urn:btih:09BECDD607BC7194C9A416CB1A978CE2C41D5FB6&www=pniao.com, magnet:?xt=urn:btih:42d2ba274ba31c12accef36103ac60c1aa0510bc&www=pniao.com, magnet:?xt=urn:btih:68c3665b33f3a13f85768f3440508987fb8fd941&www=pniao.com, thunder://QUFlZDJrOi8vfGZpbGV8U2luZ2luLmluLnRoZS5SYWluLjE5NTIuJUU5JTlCJUE4JUU0JUI4JUFEJUU2JTlCJUIyLiVFNSU4RiU4QyVFOCVBRiVBRCVFNSVBRCU5NyVFNSVCOSU5NS5IUi1IRFRWLkFDMy43NjhYNTc2LngyNjQtJUU0JUJBJUJBJUU0JUJBJUJBJUU1JUJEJUIxJUU4JUE3JTg2JUU1JTg4JUI2JUU0JUJEJTlDLm1rdnwxNjg1NTU1MTczfDYyOWY4ODIyMzc0NmUzNzA2NjI1ZjEyMjUyMjQ1ZTUyfGg9NXBsMmVyZHBhMmh0anllbGFkbm1kZmU1Zm9rZWJyamJ8L1pa, thunder://QUFlZDJrOi8vfGZpbGV8U2luZ2luLmluLnRoZS5SYWluLjE5NTIuQmx1UmF5LjEwODBwLkRUUy4yQXVkaW8ueDI2NC0gIENIRC5ta3Z8MTQwMzE0MTU1ODZ8ODFGQTBERUM2MDBENUUwMUVCOTE0MThFOTE4MjFDOTF8aD1XVVhSSlozTkkzSU00Q0VOUVc0QTNRUlY3UjJFTFlaSnwvWlo=, thunder://QUFlZDJrOi8vfGZpbGV8U2luZ2luLmluLnRoZS5SYWluLjE5NTIuNzIwcC5CbHVSYXkueDI2NC5EVFMtV2lLaS5ta3Z8NzA1MTMzMzk5MHwyQjZDQzRCRDA1MzU2MUFDQ0I2RjBERUNEOERGQTJBM3xoPUtXT1BYQkJKQ0FUVjZQRVFESkhUQkNaSVBXRUxXVk5PfC9aWg==",斯坦利·多南,吉恩·凯利,"喜剧,爱情,歌舞",美国,8.9,94,米高梅电影公司出品的歌舞片，由斯坦利·多南、吉恩·凯利执导，吉恩·凯利、黛比·雷诺斯等主演。 该片以好莱坞从默片时代过渡到有声片时代为背景，讲述了好莱坞演员唐与合唱队女孩凯西之间的爱情故事。1989年，该片被美国国家电影登记部收藏于国会图书...
无人区,2013,117,,"http://pan.baidu.com/s/1jI0Gg8u, ed2k://|file|无人区.No.Mans.Land.2013.BD.MiniSD-TLF.mkv|1186366229|ED6D07F9065C6726F2B7E4E2ECEF5F76|h=V6RHABRFYQ2AWKOCRDD6W7KUKGYKGCTM|/, ed2k://|file|无人区.No.Man's.Land.2013.BD.MiniHD-TLF.mkv|3504439084|68FE85153628CB25E9D0F5E78495EBA3|h=CUAR52QTFIDZMZQOMCZFGVTM4PS3DZYS|/, ed2k://|file|无人区.No.Man's.Land.2013.HDTV.MiniSD-TLF.mkv|736003273|05E067AF9347CA5AFBA06E1D044D651D|h=JNJSNRP4N4E5XEHGWPVW26KWH7NEDQRO|/, ed2k://|file|无人区.BD1280超清国语中字(pniao.com).mp4|2545195715|5DC5A8EF5224A90378F5661AAE1F99F4|h=62MUF73LTHBJOBYNQH6TMFSPM5F4QKBT|/, magnet:?xt=urn:btih:d03ad30f7b1248e1abb83944b10150ff31113d07&www=pniao.com, magnet:?xt=urn:btih:9eba7272c95fa1b7bc60339141dd0ce4a1117a8e&www=pniao.com, magnet:?xt=urn:btih:7C5BF88D9C5B3AC91008588C695CDE1D25526AFE&www=pniao.com, magnet:?xt=urn:btih:B14A60BEB73904D6AE9A856B26537A8086F454A5&www=pniao.com, magnet:?xt=urn:btih:D9B15881DF8300005E4B0901A074C051A71A896C&www=pniao.com, thunder://QUFmdHA6Ly9keTpkeUB4bGouMnR1LmNjOjIwNTc5L1vRuMDXz8LU2Hd3dy4ydHUuY2Ndzt7Iy8f4LkhEMTI4MLjfx+W5+tPv1tDTosur19YubWt2Wlo=",宁浩,徐峥,"剧情,犯罪,西部",中国大陆,8.1,14,宁浩执导的国内首部大西北公路片电影，由徐峥、黄渤等人参演。主要拍摄场地集中在中国的甘肃的敦煌和新疆的哈密、吐鲁番、克拉玛依等地的戈壁沙漠， 2013年12月3日正式公映，并取得大陆总票房2.6亿元人民币成绩。2014年1月15日该影片入围第...
一代宗师,2013,111,,"http://pan.baidu.com/s/1miIVNgG 密码:c3ns, ed2k://|file|一代宗师.The.Grandmasters.2013.HDTV.MiniSD-TLF.mkv|656307972|5F31CAFB012C587DE0B77ED740D5F7E3|/, ed2k://|file|一代宗师.The.Grandmaster.2013.BD.2Audio.MiniSD-TLF.mkv|1146157314|4D19805390583F4BF2107B1DF3A3D5BA|/, magnet:?xt=urn:btih:6936949d71c760b1a03743725c137402251ed098&www=pniao.com, magnet:?xt=urn:btih:29df72909142a6b450eab75874280f229ce777ca&www=pniao.com, magnet:?xt=urn:btih:b8adf62df89e2b0be749c95437f8af7b39403364&www=pniao.com, magnet:?xt=urn:btih:7dcd0d7d8bfedb405633954048fb1072c0859af1&www=pniao.com, magnet:?xt=urn:btih:b08cf62fc85d471ea170946c1f4979f75a124aca&www=pniao.com, magnet:?xt=urn:btih:bf657b75f3e4097fafaccb13bb30c8dc2e54e2ba&www=pniao.com, magnet:?xt=urn:btih:938b893d080bf186a9d15116e72cae4a80d80a3a&www=pniao.com, magnet:?xt=urn:btih:293f7b84b969a2954159346ac0b5e2938dd0f9cf&www=pniao.com, magnet:?xt=urn:btih:7d2cd5d557e288e50f77cf4dca33bbfed11960e5&www=pniao.com, magnet:?xt=urn:btih:f3014739148a36aa7019f0d0323dab418d8c9ec4&www=pniao.com, magnet:?xt=urn:btih:04c58372530a37b6c1c5fd55eab086355ed6efe8&www=pniao.com, magnet:?xt=urn:btih:e43724a568f02d24cbb1f243f583d94732603046&www=pniao.com, magnet:?xt=urn:btih:25db2e84e3a3f1de860ed86b8078b0ab75ed5e4e&www=pniao.com, magnet:?xt=urn:btih:6794ef01da9a6a524619356261ffaac877c09742&www=pniao.com, magnet:?xt=urn:btih:510c8cf8932eefba691581bdc7374cff85c42868&www=pniao.com, magnet:?xt=urn:btih:f474e949bb59e98a5161560b6a024d012f244829&www=pniao.com, magnet:?xt=urn:btih:f4d9b0f2b56ac8792ef73e545af3aea5742e17cc&www=pniao.com, magnet:?xt=urn:btih:54c2f8dd9fac11ef91890c83cdbca84c8d8063e5&www=pniao.com, magnet:?xt=urn:btih:6ae63e9f1db33ed95faf00565c0a6c829983df3b&www=pniao.com, magnet:?xt=urn:btih:f0ff5cdd6a94fdc8f25bf97b935d4c3725cb681f&www=pniao.com, magnet:?xt=urn:btih:5c9812bdb09ae8dff9fc21c334d6a7a84c22e3a1&www=pniao.com, magnet:?xt=urn:btih:6b3376e2f76cdecca679ccd36a106d44aa26ba33&www=pniao.com, magnet:?xt=urn:btih:c026447ad618ff9597fe3a0b0abf5bc5598349c0&www=pniao.com, magnet:?xt=urn:btih:58df4ab7a4da3d2be7127d9803e5885961321c51&www=pniao.com, magnet:?xt=urn:btih:6b1055da70239c357722cfccf5b356c8b6407975&www=pniao.com, magnet:?xt=urn:btih:f750d15caa66ff8e866b4fbd61d982f07579a362&www=pniao.com, magnet:?xt=urn:btih:add0f794033ae6e3288ebf420653df8116e497e4&www=pniao.com, magnet:?xt=urn:btih:b86b24a5b933a9594d04ac042fa6e418fcb640ea&www=pniao.com, magnet:?xt=urn:btih:e7ca22145ff3f38de0c255bf49e49cb03b9a7e98&www=pniao.com, magnet:?xt=urn:btih:a79e3319d8448c9be59135a8b056e5b0d2671162&www=pniao.com, magnet:?xt=urn:btih:9bf94588cb26547c48aa9b98684d50b6d9c6e3df&www=pniao.com, magnet:?xt=urn:btih:75fdfff2328e9db98bbb84254e5121aaadbb52ed&www=pniao.com, magnet:?xt=urn:btih:0e6961eb966523ecdba92ead2546cd71938ad1fc&www=pniao.com, magnet:?xt=urn:btih:0F0D5174E2513C94481456EB09F588223FC9DE65&www=pniao.com, magnet:?xt=urn:btih:97D6ABB295E13B6142F84EAF8F0528C6663214D8&www=pniao.com, magnet:?xt=urn:btih:866982DD36131A5CCD1396B766E58EE0ADDE0CE7&www=pniao.com",王家卫,梁朝伟,"剧情,动作,传记",中国大陆,7.8,45,香港导演王家卫执导的功夫电影，由梁朝伟、章子怡、张震、宋慧乔、王庆祥、张晋、赵本山、小沈阳等人主演。讲述了民国期间“南北武林”多个门派宗师级人物，以及一代武学宗师叶问的传奇一生。 作为第63届柏林国际电影节开幕电影。该片先后获得亚洲电影大奖...
魂断蓝桥,1940,108,,"ed2k://|file|魂断蓝桥.Waterloo.Bridge.1940.D5.MiniSD-TLF.mkv|790561317|095E238BDF0AE2AFF9C0A22E4BA30EF2|/, magnet:?xt=urn:btih:DB5EAEF43628C5EB65D36B031925D16F5BA10C88&www=pniao.com, magnet:?xt=urn:btih:3CACAD4AB1DB4573012DA44F421680576B8EA324&www=pniao.com",茂文·勒鲁瓦,费雯·丽,"剧情,爱情,战争",美国,8.8,78,影史上三大凄美不朽爱情影片之一，米高梅电影公司出品的经典爱情电影，由梅尔文·勒罗伊执导，费雯·丽、罗伯特·泰勒等主演。 该片讲述了陆军上尉克罗宁在休假中邂逅了芭蕾舞女郎玛拉，两人坠入爱河并互订终身，然而罗宁征召令提前到来，使得这对恋人的爱情...
我爱你,2011,,,"http://pan.baidu.com/s/1dFDJ4rv 密码:ewj0, ed2k://|file|我爱你.Late.Blossom.2011.D9.MiniSD-TLF.mkv|921173436|0C420B72AB0A1B381CA4242C2F26FBEB|h=A3SUGCH6LKNVBEYVS4EXXNXSKIANLAXA|/, magnet:?xt=urn:btih:5A3596C8922D575BEA15845158917B92623A751D&www=pniao.com, magnet:?xt=urn:btih:BE297C026630AE299A00A515305EA405F2582B28&www=pniao.com",秋昌旼,宋在浩,"剧情,爱情",韩国,,24,根据韩国漫画家姜草的同名漫画改编的爱情电影，由秋昌民执导，李顺载，尹秀晶，宋在浩，金秀美，宋智孝，吴达秀，李文植等人出演。 讲述了住在同一个村子里的两对男女的爱情故事
可可西里,2004,85,,"http://pan.baidu.com/s/1skvPYTR, ed2k://|file|可可西里.Mountain.Patrol.2004.HDTV.MiniSD-TLF.mkv|616092438|429DD54688A4115D0C94CF40F1A04771|/, ed2k://|file|可可西里.HD1280超清国语中英双字(pniao.com).mp4|1864135129|C08549960734A5D032495CE27D3BDF7D|h=EEUOXWJH2FCROROVGJVWPCENQ4HGJSVT|/, magnet:?xt=urn:btih:7140AF63EDDCC57D82996C84F88B06EBB5E5B740&www=pniao.com, magnet:?xt=urn:btih:00F383F58DCF22E177241E1765709203DFA0E1A9&www=pniao.com, magnet:?xt=urn:btih:BBEB8C6C9ACD7587E578F0374B2D561D968E7F35&www=pniao.com, magnet:?xt=urn:btih:A37C10DCD011AA6BC7A0A63DE7A3A8D9221018DF&www=pniao.com",陆川,多布杰,"剧情,犯罪",中国大陆,8.7,75,华语电影杰作，陆川执导，多布杰、张磊、奇道等主演。讲述了记者尕玉和巡山队员为了保护可可西里的藏羚羊和生态环境，与藏羚羊盗猎分子顽强抗争甚至不惜牺牲生命的故事。2004年该片获得了第17届东京国际电影节评委会大奖、第41届台湾金马电影奖最佳影...
穿普拉达的女王,2007,109,,"ed2k://|file|The.Devil.Wears.Prada.2006.穿普拉达的女王.双语字幕.国英音轨.HR-HDTV.AC3.1024X576.X264-人人影视制作.mkv|2108031162|4f2a14d6a248392db1b73430015a0ca3|h=5nzvbq5mfcqi5kh3ufiuzeawepc2znli|/, ed2k://|file|穿普拉达的女王.The.Devil.Wears.Prada.2006.BD-MP4(pniao.com).mp4|658227487|6df0af688b6b0a8ca5fa7adef05f5c01|h=6unja6qfe3rbn3cvhjuuadqrisfwsesr|/, ed2k://|file|The.Devil.Wears.Prada.2006.Bluray.1080p.DTSHD.2Audio-CHD.mkv|9354133665|75F4FDA245F5F2C396B4840A7F19E38A|h=Y3JCJJK26BXXGEEJK2RVNR6ZMJLAYBHU|/, ed2k://|file|The.Devil.Wears.Prada.2006.720p.BluRay.x264.DTS-WiKi.mkv|6972134140|621F2DBF576F6965EA3188BEBCC4F119|h=IXGNSXEJ5H7BS4VSQPNYPWL7B364JP3X|/, magnet:?xt=urn:btih:02fdf39106029401ebbf6980a427e301716bf9c2&www=pniao.com, magnet:?xt=urn:btih:1aed0e5e35b37ce321628b92ff6d37e86451e0c7&www=pniao.com, magnet:?xt=urn:btih:7f1920be49089047980dc4fb5d63c49e8487236d&www=pniao.com, magnet:?xt=urn:btih:825f0c0cf741987320a311261e4b961494a3d3a0&www=pniao.com, magnet:?xt=urn:btih:34261192f0cb21e6a333ebf5dd7c4e1918d26e1d&www=pniao.com, magnet:?xt=urn:btih:e66f2e3ff0bf221a87f797874d9134645609d3e7&www=pniao.com, magnet:?xt=urn:btih:96cc3a84239be7dc0ef3bb5a9f308737e819ea12&www=pniao.com, magnet:?xt=urn:btih:8eeb586045c71fd884f30286850f3672cc3bffca&www=pniao.com, magnet:?xt=urn:btih:8d5b250ed8d33eca345266b4fd8dd6426b38d36b&www=pniao.com, magnet:?xt=urn:btih:4379C32156DD56E9DC61A956908ED246E62B19D5&www=pniao.com, magnet:?xt=urn:btih:411DB5002519CFA58605959B149119B7F3424251&www=pniao.com, thunder://QUFlZDJrOi8vfGZpbGV8VGhlLkRldmlsLldlYXJzLlByYWRhLjIwMDYuJUU3JUE5JUJGJUU2JTk5JUFFJUU2JThCJTg5JUU4JUJFJUJFJUU3JTlBJTg0JUU1JUE1JUIzJUU3JThFJThCLiVFNSU4RiU4QyVFOCVBRiVBRCVFNSVBRCU5NyVFNSVCOSU5NS4lRTUlOUIlQkQlRTglOEIlQjElRTklOUYlQjMlRTglQkQlQTguSFItSERUVi5BQzMuMTAyNFg1NzYuWDI2NC0lRTQlQkElQkElRTQlQkElQkElRTUlQkQlQjElRTglQTclODYlRTUlODglQjYlRTQlQkQlOUMubWt2fDIxMDgwMzExNjJ8NGYyYTE0ZDZhMjQ4MzkyZGIxYjczNDMwMDE1YTBjYTN8aD01bnp2YnE1bWZjcWk1a2gzdWZpdXplYXdlcGMyem5saXwvWlo=, thunder://QUFlZDJrOi8vfGZpbGV8JUU3JUE5JUJGJUU2JTk5JUFFJUU2JThCJTg5JUU4JUJFJUJFJUU3JTlBJTg0JUU1JUE1JUIzJUU3JThFJThCLlRoZS5EZXZpbC5XZWFycy5QcmFkYS4yMDA2LkJELU1QNC5tcDR8NjU4MjI3NDg3fDZkZjBhZjY4OGI2YjBhOGNhNWZhN2FkZWYwNWY1YzAxfGg9NnVuamE2cWZlM3JibjNjdmhqdXVhZHFyaXNmd3Nlc3J8L1pa, thunder://QUFlZDJrOi8vfGZpbGV8VGhlLkRldmlsLldlYXJzLlByYWRhLjIwMDYuQmx1cmF5LjEwODBwLkRUU0hELjJBdWRpby1DSEQubWt2fDkzNTQxMzM2NjV8NzVGNEZEQTI0NUY1RjJDMzk2QjQ4NDBBN0YxOUUzOEF8aD1ZM0pDSkpLMjZCWFhHRUVKSzJSVk5SNlpNSkxBWUJIVXwvWlo=, thunder://QUFlZDJrOi8vfGZpbGV8VGhlLkRldmlsLldlYXJzLlByYWRhLjIwMDYuNzIwcC5CbHVSYXkueDI2NC5EVFMtV2lLaS5ta3Z8Njk3MjEzNDE0MHw2MjFGMkRCRjU3NkY2OTY1RUEzMTg4QkVCQ0M0RjExOXxoPUlYR05TWEVKNUg3QlM0VlNRUE5ZUFdMN0IzNjRKUDNYfC9aWg==",大卫·弗兰科尔,安妮·海瑟薇,"剧情,爱情",美国,7.9,16,根据劳伦·魏丝伯格的同名小说改编而成，由大卫·弗兰科尔执导，梅丽尔·斯特里普，安妮·海瑟薇和艾米莉·布朗特联袂出演。 影片讲述一个刚离开校门的女大学生进入了一家顶级时尚杂志社当主编助理的故事，她从初入职场的迷惑到从自身出发寻找问题的根源最后...
新世界,2013,,,"http://pan.baidu.com/s/1nuyuxUp, ed2k://|file|New.World.2013.新世界.韩语中字.HR-HDTV.1024X576.x264-YYeTs_韩剧精灵.mkv|2001065504|86172905fcf7f62dcd72dc4a8ff19e6a|h=xm5ie4bbf54s6dho2psz237qm3ec3et4|/, ed2k://|file|[新世界].New.World.2013.HDTV-MP4.720X396.X264-YYeTs_韩剧精灵原创听译(pniao.com).mp4|659446488|e203b76e8897d6527b8b7e9ddf54d053|h=fe6zhozyvu7y6lrxaptz42jd4hftbwte|/, ed2k://|file|[新世界].New.World.2013.DVD-RMVB-YYeTs_韩剧精灵原创听译.rmvb|616480532|35ef11b58e53a821a36bc361bbc91586|h=wdk5ytcosfncxinren2bifejdzjdpmkf|/, ed2k://|file|New.World.2012.720p.BluRay.x264.DTS-HDWinG.mkv|6102303676|751987fe96b5df89e600ee8ca3725052|h=d2cc4eweusup2d5a6pdhd66hhzjl37op|/, ed2k://|file|新世界.New.World.2013.BD.MiniSD-TLF.mkv|721426525|FFFD2F416D66C10B8554C48FBCA08644|h=NBZCVA62YKREI73O3DH5V5CFEY7PJM2E|/, magnet:?xt=urn:btih:8e3315682aa184a6d100f55f92d9fd92bfa565dd&www=pniao.com, magnet:?xt=urn:btih:56c70514e3a7444aeb58e9b9e067e2478da14ef1&www=pniao.com, magnet:?xt=urn:btih:2076df93dfe232cf189ce250450f49bb1d54eee3&www=pniao.com, magnet:?xt=urn:btih:4caa7f90f8d4b0446859c8d461db1746637a981f&www=pniao.com, magnet:?xt=urn:btih:d08ee95a3f17bbb1748c00136d50b2f74cc7d66c&www=pniao.com, magnet:?xt=urn:btih:ee16ff3956b094649a054ef9558122695b54680b&www=pniao.com, magnet:?xt=urn:btih:3a5bfbbd7bc9b24b4fe1c4fa8febd63f4d9e6efe&www=pniao.com, magnet:?xt=urn:btih:cbfe7c063c7c88ba36b2e5a2a10f4727a39f4344&www=pniao.com, magnet:?xt=urn:btih:ba996fb0cc40e8098865d828912ebcf83ecb98bd&www=pniao.com, magnet:?xt=urn:btih:4a21f8c53a1986ee38ccdb8f23ae015622a70834&www=pniao.com, magnet:?xt=urn:btih:8c043e1d66f258a7f4e9cb950f85667f1f21d6bc&www=pniao.com, magnet:?xt=urn:btih:f50ec9e20af8f3025f2775810ff43883b93c278a&www=pniao.com, magnet:?xt=urn:btih:155512eaf2ca3cc32a9ea2ca85b107f9ac4caae2&www=pniao.com, magnet:?xt=urn:btih:677289427FC690F72D18B30A801D31259C62D2B6&www=pniao.com, magnet:?xt=urn:btih:D8AE82D228F2DC8A34871A1A832F51F89C1294D5&www=pniao.com, magnet:?xt=urn:btih:918FEB8CC324A57719292BBD12EB4A0586160863&www=pniao.com, magnet:?xt=urn:btih:DA12F31EA331555EE2FBC701FE10B58680108140&www=pniao.com, thunder://QUFlZDJrOi8vfGZpbGV8TmV3LldvcmxkLjIwMTMuJUU2JTk2JUIwJUU0JUI4JTk2JUU3JTk1JThDLiVFOSU5RiVBOSVFOCVBRiVBRCVFNCVCOCVBRCVFNSVBRCU5Ny5IUi1IRFRWLjEwMjRYNTc2LngyNjQtWVllVHNfJUU5JTlGJUE5JUU1JTg5JUE3JUU3JUIyJUJFJUU3JTgxJUI1Lm1rdnwyMDAxMDY1NTA0fDg2MTcyOTA1ZmNmN2Y2MmRjZDcyZGM0YThmZjE5ZTZhfGg9eG01aWU0YmJmNTRzNmRobzJwc3oyMzdxbTNlYzNldDR8L1pa, thunder://QUFlZDJrOi8vfGZpbGV8JTVCJUU2JTk2JUIwJUU0JUI4JTk2JUU3JTk1JThDJTVELk5ldy5Xb3JsZC4yMDEzLkhEVFYtTVA0LjcyMFgzOTYuWDI2NC1ZWWVUc18lRTklOUYlQTklRTUlODklQTclRTclQjIlQkUlRTclODElQjUlRTUlOEUlOUYlRTUlODglOUIlRTUlOTAlQUMlRTglQUYlOTEubXA0fDY1OTQ0NjQ4OHxlMjAzYjc2ZTg4OTdkNjUyN2I4YjdlOWRkZjU0ZDA1M3xoPWZlNnpob3p5dnU3eTZscnhhcHR6NDJqZDRoZnRid3RlfC9aWg==, thunder://QUFlZDJrOi8vfGZpbGV8JTVCJUU2JTk2JUIwJUU0JUI4JTk2JUU3JTk1JThDJTVELk5ldy5Xb3JsZC4yMDEzLkRWRC1STVZCLVlZZVRzXyVFOSU5RiVBOSVFNSU4OSVBNyVFNyVCMiVCRSVFNyU4MSVCNSVFNSU4RSU5RiVFNSU4OCU5QiVFNSU5MCVBQyVFOCVBRiU5MS5ybXZifDYxNjQ4MDUzMnwzNWVmMTFiNThlNTNhODIxYTM2YmMzNjFiYmM5MTU4NnxoPXdkazV5dGNvc2ZuY3hpbnJlbjJiaWZlamR6amRwbWtmfC9aWg==, thunder://QUFlZDJrOi8vfGZpbGV8TmV3LldvcmxkLjIwMTIuNzIwcC5CbHVSYXkueDI2NC5EVFMtSERXaW5HLm1rdnw2MTAyMzAzNjc2fDc1MTk4N2ZlOTZiNWRmODllNjAwZWU4Y2EzNzI1MDUyfGg9ZDJjYzRld2V1c3VwMmQ1YTZwZGhkNjZoaHpqbDM3b3B8L1pa",朴勋政,李政宰,"剧情,犯罪",韩国,,7,由朴勋政编导，崔岷植、黄政民、李政宰领衔主演的一部韩国犯罪黑帮电影。 影片讲述了一个发生在警察、黑帮卧底和黑帮老大之间的关于阴谋与背叛的故事。
千钧一发,1997,106,很早以前看过这部电影，感触很深后来名字忘了，找了很久，现在终于找到了,"http://pan.baidu.com/s/1dDJNuOL, ed2k://|file|千钧一发.Gattaca.1997.BD.MiniSD-TLF.mkv|693525603|E0E3F006971055ABDAFC848965838231|h=PU7CILONP3V6LKFFZTG27EYMJ26EC2S6|/, ed2k://|file|Gattaca.1997.千钧一发.国英音轨.双语字幕.HR-HDTV.1024X576.X264-人人影视制作.mkv|2338706656|93C7ED0E4442F1CB69AD930AFB076D6D|h=ZS6C2ACYECO4MSOLFUVIH7NVOL4ZSISC|/, magnet:?xt=urn:btih:9015aff753fbb2ae9005d6bf97e8fffba542c7bb&www=pniao.com, magnet:?xt=urn:btih:9f75cfe416f1f7a693756bcfb891ecf54411f62c&www=pniao.com, magnet:?xt=urn:btih:3f7171229c39cef0738234617059ae3d00761ba5&www=pniao.com, magnet:?xt=urn:btih:035fa1c4371828bd7ed58d8b090fa06c69a6ece2&www=pniao.com, magnet:?xt=urn:btih:70ef897940dc16e1f8df42116523224fd7a54c0f&www=pniao.com, magnet:?xt=urn:btih:89dc9946e1f43f16748ed7062a1ec619711594d8&www=pniao.com, magnet:?xt=urn:btih:92fd36696ead25ba8c359397113743345bf94ee7&www=pniao.com, magnet:?xt=urn:btih:3b33bc5dc0eb29150a55d4eaab0e6ee7b201efea&www=pniao.com, magnet:?xt=urn:btih:B73519C29E4F51EAFD00F65A6A57708D72D42CD3&www=pniao.com, magnet:?xt=urn:btih:2A4E5F775A8FADE2C5491475C162A3A4047DDF4F&www=pniao.com, thunder://QUFlZDJrOi8vfGZpbGV8R2F0dGFjYS4xOTk3LuWNg+mSp+S4gOWPkS7lm73oi7Hpn7Povagu5Y+M6K+t5a2X5bmVLkhSLUhEVFYuMTAyNFg1NzYuWDI2NC3kurrkurrlvbHop4bliLbkvZwubWt2fDIzMzg3MDY2NTZ8OTNDN0VEMEU0NDQyRjFDQjY5QUQ5MzBBRkIwNzZENkR8aD1aUzZDMkFDWUVDTzRNU09MRlVWSUg3TlZPTDRaU0lTQ3wvWlo=",安德鲁·尼科尔,伊桑·霍克,"剧情,科幻",美国,8.7,63,经典科幻片，“最贴近现实的科幻电影”，《楚门的世界》导演安德鲁·尼科尔处女作，伊桑霍克、裘德洛和乌玛瑟曼主演，双男主的设定，本以为《死亡诗社》是伊桑霍克颜值巅峰，看到这部我错了，片子围绕基因突变，讲述一个自然人男主角借正常人男配角的身份奋斗...
